id,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
23989,HOTEL ROANOKE,FOURTH OF JULY DINNER,COMMERCIAL,"ROANOKE, VA",BROADSIDE;ILLUS;COL;4.5X7;,PAT;,DECORATED WITH EAGLE AND FLAG,1895-125,1895-07-04T00:00:00Z,HOTEL ROANOKE,,,COMPLETE,2,37
23991,HOTEL BROADWAY CENTRAL,DINNER,COMMERCIAL,"NEW YORK, NY",FOLDER; 5.5 X 9;,NONE,"ILLUSTRATION OF HOTEL; MEAL HOURS NOTED; FOLDER NOTING OBJECTS OF INTEREST IN NEW YORK AND INCLUDING A MAP; MENU NOTES UNITED STATES HOTEL, BOSTON;",1900-443,1900-01-21T00:00:00Z,BROADWAY CENTRAL HOTEL,,,COMPLETE,4,69
23993,RAFAEL PEON Y LOZA,"DINNER FOR HIS FRIENDS,MEMBERS OF THE NEW YORK COMMITTEE OF THE SOUTH-EASTERN RAILROAD CO. OF YUCATAN",PERSONAL,"WALDORF-ASTORIA, NY",FOLDER;ILL;COL;5.5X7;,COMPLIMENTARY/TESTIMONIAL,CROSSED US AND MEXICAN FLAGS;WINES SERVED;FRENCH MENU;,1899-551,1899-08-17T00:00:00Z,RAFAEL PEON Y LOZA,,,COMPLETE,4,30
23995,HOTEL WALTON,BREAKFAST,COMMERCIAL,"PHILADELPHIA,PA.",BROADSIDE; ILLUS; COL; 5 X 7.5;,NONE,INCLUDES ALL CHOICES & MEAL HOURS;,1896-103,1896-01-01T00:00:00Z,HOTEL WALTON,,,COMPLETE,2,73
23996,SOUTHERN RAILWAY INSPECTION TRIP,LUNCH,COMMERCIAL,EN ROUTE WASHINGTON-ATLANTA,CARD; 5.5 X 6.5;,NONE,,1905-843,1905-11-13T00:00:00Z,SOUTHERN RAILWAY INSPECTION TRIP,,,COMPLETE,2,22
23997,JERUSALEM TEMPLE A.A.O.N.M.S.,INSTALLATION BANQUET,SOC,"THE RATHSKELLER,NEW ORLEANS, LA",FOLDER; ILLUS; COL; 4.5X6.5,OTHER (SOC);,WINES WITH EACH COURSE; ILLUSTRATION OF CLUB INSIGNIA - SHRINERS(?);,1905-965,1905-12-09T00:00:00Z,JERUSALEM TEMPLE A.A.O.N.M.S.,,,COMPLETE,4,23
23998,THE COLONIAL CLUB,10NTH ANNIVERSARY DINNER,SOC,"NEW YORK, NY",BOOKLET JOINED BY RIBBON;ILLUS; COL; PHOTOS ON COVER; 7.5 X 10.25;,ANNUAL;,WINES FOR EACH COURSE NOTED;ALL SPEAKERS LISTED; COMMITTEE MEMBERS LISTED;,1899-416,1899-05-06T00:00:00Z,THE COLONIAL CLUB,,,COMPLETE,8,30
23999,LOGAN HOUSE,THANKSGIVING DAY DINNER,COMMERCIAL,"ALTOONA, PA",FOLDER; ILLUS; COL; 5X6.5;,SECULAR HOLIDAY. HOLIDAY,,1898-355,1898-11-24T00:00:00Z,LOGAN HOUSE,,,COMPLETE,4,38
24000,ATLAS CLUB,ATLAS CLUB MINSTRELS,SOC,"EGYPTIAN BANQUET HALL, AUDITORIUM HOTEL, CHICAGO, IL",FOLDER; ILLUS; 4.6X6;,OTHER (MINSTRELS);,INCLUDES MARTINI COCKTAIL AND WINE LIST; EXTENSIVE MINSTREL PROGRAM; ILLUSTRATON ON COVER OF ATLAS HOLDING UP THE WORLD;,1906-389,1906-04-20T00:00:00Z,ATLAS CLUB,,,COMPLETE,8,15
24002,HOTEL LINCOLN,BREAKFAST,COMMERCIAL,"BROADWAY AND 52ND STREET, NEW YORK",FOLDER; 6.5 X 9;,NONE,PRICED MENU;,1900-500,1900-01-24T00:00:00Z,HOTEL LINCOLN,Dollars,$,COMPLETE,4,250
24003,POCANO MOUNTAIN HOUSE,BREAKFAST,COMMERCIAL,"MT. POCANO, PA",CARD; 4.5 X 6.75;,NONE,,1906-674,1906-08-19T00:00:00Z,POCONO MOUNTAIN HOUSE,,,COMPLETE,2,36
24004,NORMANDIE CAFE,THANKSGIVING MENU,COMMERCIAL,"DETROIT, MI",BOOKLET; ILLUS; COL; 6.5 X 10.25;,SECULAR HOLIDAY;,"PRICED MENU; FLORAL DECORATION WITH HAND DONE LETTERING; PHOTOGRAPH OF CHILD FEEDING TURKEY; FOR POSSIBLE PLACE, SEE 1905-920;",1905-916,1905-11-30T00:00:00Z,NORMANDIE CAFE,Dollars,$,COMPLETE,8,204
24005,MANN FANG LOWE CO.,ORIENTAL DINNER MENU,COMMERCIAL,"3 PELL STREET, NEW YORK",FOLDER; ILLUS; COL; 3.5 X 5.5,NONE,PRICED CHINESE MENU; DRAWING OF RESTAURANT ON COVER; RED PRINT; DATE NOTED BY FEB;,1905-260,1904-04-19T00:00:00Z,MANN FANG LOWE CO.,Dollars,$,COMPLETE,4,49
24008,HOTEL ALCAZAR,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",CARD; 4 X 7.5;,NONE,LOGO,1901-225,1901-01-28T00:00:00Z,HOTEL ALCAZAR,,,COMPLETE,2,54
24009,CAFETERIA-LUNCH,DAILY BILL OF FARE,COMMERCIAL,"57 BROAD STREET, NEW YORK, NY",FOLDER; 5.75X9.5; ILLUS;,NONE,PRINED MENU; DAILY SPECIAL DISHES WRITTEN IN PURPLE INK; FIGURE OF GOLFER WITH COMMENT;,1900-863,1900-02-10T00:00:00Z,CAFETERIA LUNCH,Dollars,$,COMPLETE,4,114
24010,HOTEL WINDSOR,MENU,COMMERCIAL,"JACKSONVILLE, FL",CARD; ILLUS; COL; 5X7.25;,NONE,[DATE INFO SUPPLIED BY FEB]; HOTEL SEAL AT TOP;,1901-083,1901-01-12T00:00:00Z,HOTEL WINDSOR,,,COMPLETE,2,42
24011,NATIONAL CONVENTION FOR THE EXTENSION OF THE FOREIGN COMMERCE OF THE U.S.,BANQUET,GOVT,"THE ARLINGTON, WASHINGTON, DC",BOOKLET; ILLUS; COL; 8.5X10.5;,OTHER;,"WINES LISTED; PHOTO OF PRESIDENT ROOSEVELT AND [SECRETARY OF STATE?]; SPEAKERS LISTED; SPECIAL COMMITTEE MEMBERS LISTED, INCLUDING ISIDOR STRAUS;",1907-094,1907-01-16T00:00:00Z,NATIONAL CONVENTION FOR THE EXTENSION OF THE FOREIGN COMMERCE OF THE U.S.,,,COMPLETE,10,23
24012,NORDDEUTSCHER LLOYD BREMEN,LUNCH,COMMERCIAL,SS HOHENZOLLERN,CARD;ILL;COL;5.25X8;,DAILY;,SERVING WOMAN IN GARDEN SETTING AT SEASIDE;MENUS SEPARATE IN GERMAN AND ENGLISH;MAY BE USED AS POSTCARD;,1901-774,1901-03-28T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,74
24013,THE CITIZENS OF BALTIMORE,BANQUET TO THE OFFICERS OF THE CRUISER BALTIMORE,,HOTEL RENNERT,FOLDER; ILL; 4.5X7.5,COMPLIMENTARY/TESTIMONIAL,,1890-066,1890-05-09T00:00:00Z,THE CITIZENS OF BALTIMORE,,,COMPLETE,4,26
24014,DOBBELTSKRUE POSTDAMPSKIBET,MIDDAG & DINNER,COMMERCIAL,"ON BOARD ""C.F. TIETGEN""",FOLDER; ILLUS; COL; 4X6.25;,NONE,MENU IN SWEDISH AND ENGLISH; MUSIKPROGRAM ON BACK COVER; SHIPPING SEAL AND FLAGS ON COVER;,1906-960,1906-12-18T00:00:00Z,DOBBELTSKRUE POSTDAMPSKIBET,,,COMPLETE,4,20
24015,HOTEL KNICKERBOCKER,LUNCH,COMMERCIAL,NEW YORK,CARD; ILLUS; COL; 7.75X12;,NONE,PRICED MENU; DRAWING OF FRENCH STREET CARRIAGE AND MAN BUYING FLOWERS;,1907-093,1907-01-16T00:00:00Z,HOTEL KNICKERBOCKER,Dollars,$,COMPLETE,2,178
24016,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS AUGUSTE VICTORIA,FOLDER;ILL;COL;4.5X7,DAILY;,"SHIP AT SEA;CHURCH TOWER;MENU LISTED TWICE,IN ENGLISH AND GERMAN;MUSICAL PROGRAM;MUSICIAN ON BACK COVER;",1901-789,1901-03-29T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,4,28
24017,FOURTH DIVISION OF BELLEVUE HOSPITAL,ANNUAL BANQUET,PROF,"MURRAY HILL HOTEL, NEW YORK CITY",CARD; 4.25 X 7;,ANNIVERSARY;,WINES LISTED; PL NOTED BY FEB;,1907-487,1907-05-08T00:00:00Z,FOURTH DIVISION OF BELLEVUE HOSPITAL,,,COMPLETE,2,19
24019,LAUREL-IN-THE-PINES,LUNCHEON,COMMERCIAL,"LAKEWOOD, NJ",CARD; 3.75 X 6,NONE,,1892-075,1892-05-19T00:00:00Z,LAUREL IN THE PINES,,,COMPLETE,2,49
24020,PROFESSOR JOHN W. BURGESS ?,DINNER,,"323 WEST 57TH STREET, NEW YORK, N.Y.?",CARD;4.5X6,NONE,"ABOVE INFORMATIN HANDWRITTEN ON BACK OF CARD,ATTCHED CARD WITH NAME MR. FORD WRITTEN MAY BE A PLACE CARD,YEAR HANDWRITTEN",1885-030,1885-12-17T00:00:00Z,PROFESSOR JOHN W. BURGESS ?,,,COMPLETE,2,24
24021,NEW GLADSTONE,FOURTH OF JULY DINNER,COMMERCIAL,"NARRAGANSETT PIER, RI",BOOKLET;ILL;COL;5.5X8;,NONE,,1899-506,1899-07-04T00:00:00Z,NEW GLADSTONE,,,COMPLETE,4,41
24022,NATIONAL ARTS CLUB MEMBERS,DINNER TO SPENCER TRASK,SOC,"NATIONAL ARTS CLUB, (NEW YORK?)",FOLDER; COL; ILLUS; 6.5X 10.25;,COMPLIMENTARY/TESTIMONIAL,GREEN STOCK COVER; CLASSICALLY DRESSED WOMAN;,1908-064,1908-01-22T00:00:00Z,NATIONAL ARTS CLUB MEMBERS,,,COMPLETE,4,18
24024,UNITED STATES SHIP VERMONT,DINNER,NAV,ABOARD,CARD; 4 X 6;,NONE,MUSIC;,1907-968,1907-11-14T00:00:00Z,UNITED STATES SHIP VERMONT,,,COMPLETE,2,18
24025,ANCIENT AND HONORABLE ARTILLERY CO OF MASSACHUSETTS,256TH ANNIVERSARY REPAST,MIL,"FANEUIL HALL, [BOSTON,MASS]",BOOKLET; ILL; 4.5X7;,ANNIVERSARY;,COMMITTEE MEMBERS LISTED; FASTENED AT LEFT TOP TO BOTTOM WITH RED WHITE AND BLUE STRIPED RIBBON;WINES SERVED;,1894-064,1894-06-04T00:00:00Z,ANCIENT AND HONORABLE ARTILLERY CO OF MASSACHUSETTS,,,COMPLETE,8,48
24026,HORNE MARKET?) CLUB,DINNER,SOC,"HOTEL SOMERSET, BOSTON, MA",CARD; 3.5 X 5.5,ANNIV?];,WINES LISTED WITH COURSE; MENU COMBINATION OF FRENCH AND ENGLISH; NAME OF CLUB HANDWRITTEN ON TOP OF MENU;,1905-718,1905-09-28T00:00:00Z,HOME MARKET CLUB,,,COMPLETE,2,26
24027,NORDDEUTSCHER LLOYD BREMEN,BREAKFAST,COMMERCIAL,SS HOHENZOLLERN,CARD;ILL;COL;5.25X8;,DAILY;,SHIPS AT SEA;FOOD AND UTENSILS;MENUS SEPARATE IN GERMAN AND ENGLISH;MAY BE USED AS POSTCARD;,1901-985,1901-04-24T00:00:00Z,NORDDEUTSCHER LLOYD BREMEN,,,COMPLETE,2,68
24029,TOURNAMENT COMMITTEE OF THE CINCINNATI BOWLING ASSOCIATION,"BANQUET TENDERED TO THE OFFICERS, DELEGATES AND ALTERNATES OF THE AMERICAN BOWLING CONGRESS AND VISITING MEMBERS OF THE PRESS",SOC,LINTON HOTEL,BOOKLET; ILLUS; COL; 7X9.25;,COMPLIMENTARY/TESTIMONIAL,"INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; SPEAKERS, OFFICERS AND COMMITTEES LISTED; FLAGS AND SEALS ON COVER; RIBBON ATTACHMENT;",1908-154,1908-02-15T00:00:00Z,TOURNAMENT COMMITTEE OF THE CINCINNATI BOWLING ASSOCIATION,,,COMPLETE,14,20
24030,CENTRAL AMERICAN PEACE DELEGATES,DINNER IN HONOR OF ABOVE,GOVT,"THE NEW WILLARD, WASHINGTON, DC",CARD; 4.25 X 6.25,COMPLIMENTARY/TESTIMONIAL,WINES LISTED;,1907-962,1907-11-10T00:00:00Z,CENTRAL AMERICAN PEACE DELEGATES,,,COMPLETE,2,18
24031,YALE COLLEGE,96S DECENNIAL,EDUC,NEW HAVEN CT,CARD; 5 X 7.25;,ANNIVERSARY;,CHAMPAGNE;,1906-546,1906-06-26T00:00:00Z,YALE COLLEGE,,,COMPLETE,2,16
24032,PROHIBITIONISTS OF GREATER NEW YORK,BANQUET,HOTEL,GRAND CENTRAL PALACE,BOOKLET;ILL;COL;4.25X7;,"COMPLIMENTARY/TESTIMONIAL,ANNIVERSARY",HISTORY OF THE PROHIBITION PARTY;MANY ADVERTISEMENTS;CONFERENCE PROGRAM,1898-197,1899-02-22T00:00:00Z,PROHIBITIONISTS OF GREATER NEW YORK,,,COMPLETE,18,19
24033,THE COMMERCIAL CLUB&THE MERCHANTS CLUB OF THE BEACON SOCIETY,DINNER,PROF,"YOUNGS HOTEL,BOSTON,MA",FOLDER;SCALLOPED EDGE;RIBBON TRIM;4.50X7;,COMPL];,,1884-23,1884-12-13T00:00:00Z,THE COMMERCIAL CLUB&THE MERCHANTS CLUB OF THE BEACON SOCIETY,,,COMPLETE,4,33
24038,STAFF & OFFICERS OF THE INFANTRY & CAVALRY SCHOOL,DINNER TO BRIG.-GEN.J.FRANKLIN BELL USA,MIL,"FORT LEAVENWORTH,KANSAS",BOOKLET;COL;8.5X10.75;,COMPLIMENTARY/TESTIMONIAL,PHOTO OF HONORED GUESTS;LIST OF SPEAKERS;,1906-312,1906-03-17T00:00:00Z,THE STAFF & STUDENT OFFICERS OF THE INFANTRY AND CAVALRY SCHOOL SIGNAL SCHOOL AND STAFF COLLEGE,,,COMPLETE,10,16
24039,WISCONSIN SOCIETY - SONS OF THE AMERICAN REVOLUTION,DINNER,PATR,"PFISTER HOTEL,MILWAUKEE,WIS.",BOOKLET;ILLUS;COL;4.5X9.5;,ANNIVERSARY;,WINES LISTED; PROGRAM NOTED;,1907-552,1907-05-29T00:00:00Z,WISCONSIN SOCIETY SONS OF THE AMERICAN REVOLUTION,,,COMPLETE,8,20
24040,NORTH WESTERN RR LINE,HOLIDAY DINNER,COMMERCIAL,ENROUTE CHICAGO TO ST. PAUL & DULUTH;,BOOKLET; ILLUS; COL; 5.5 X 7.5,RELIG HOLIDAY;,SEPARATE LIST OF WINES & PRICES;,1899-878,1899-12-25T00:00:00Z,NORTH-WESTERN LINE,Dollars,$,COMPLETE,8,77
24042,HOTEL DENNIS,DINNER,COMMERCIAL,"ATLANTIC CITY, NJ",BOOKLET;ILLUS;7.25X5.5;,PATRIOTIC HOLIDAY. HOLIDAY,,1891-075,1891-07-04T00:00:00Z,HOTEL DENNIS,,,COMPLETE,4,59
24046,BOA VISTA HOTEL,DINNER,COMMERCIAL,MACAO,BROADSIDE; 5.25 X 9.5;,DAILY,HANDWRITTEN ITEMS WITHIN PRINTED CATEGORIES;,1899-278,1899-03-26T00:00:00Z,BOA VISTA HOTEL,,,COMPLETE,2,14
24047,HOTEL ST.REGIS,LUNCHEON,COMMERCIAL,,DROADSHEET;5X8;,DAILY,ALL ITEMS PRICED;SAME MENU IN FRENCH ON REVERSE SIDE;,1906-301,1906-03-14T00:00:00Z,HOTEL ST. REGIS,Cents,c,COMPLETE,2,188
24048,HOLLAND SOCIETY OF NEW YORK,15NTH ANNUAL DINNER,SOC,"WALDOR, ASTORIA",FOLDER; ILLUS; COL; 5.5X7;,ANNUAL,MENU IN DUTCH; PROGRAM & SPEAKERS LISTED;,1900-383,1900-01-18T00:00:00Z,HOLLAND SOCIETY OF NEW YORK,,,COMPLETE,4,23
24049,EMMA WILLARD ASSOCIATION,FIFTEENTH ANNUAL BANQUET,POL,"HOTEL MANHATTAN, NEW YORK",FOLDER; 5 X 6.5,ANNIVERSARY;,TOASTS;,1905-815,1905-11-09T00:00:00Z,EMMA WILLARD ASSOCIATION,,,COMPLETE,4,14
24051,FRIENDLY SONS OF ST. PATRICK,108TH ANNIVERSARY DINNER,PAT,"DELMONICO'S, NY",BOOKLET; ILLUS; COL; 5.25X7;,ETH;,"FRENCH; INCLUDES WINES SERVED WITH EACH COURSE; SILK RIBBON ATTACHMENTS; ILLUSTRATIONS OF IRISH MYTHICAL FIGURES; PROGRAM ITEMS OF TOASTS, ETC. FOLLOWED BY POETIC QUOTATIONS; ""ERIN GO BRACH"" HARP AND GREEN LEAF CLOVERS IN COLOR",1892-043,1892-03-17T00:00:00Z,FRIENDLY SONS OF ST. PATRICK,,,COMPLETE,12,32
24052,BAY STATE HOTEL,DAILY MENU,COMMERCIAL,BROADWAY OPP. BOND STREET,FOLDER; 7.25 X 12.25;,NONE,PRICED MENU AND WINE LIST;,1900-457,1900-01-22T00:00:00Z,BAY STATE HOTEL,Cents,c,COMPLETE,4,386
24053,THE NEW YORK LIBRARY CLUB,DINNER TO THE MEMBERSHIP OF THE NEW YORK LIBRARY ASSOCIATION,PROF,"CLARK'S, NEW YORK, NY",FOLDER; ILLUS; 5X8,COMPLIMENTARY/TESTIMONIAL,"EACH COURSE AND EACH ENTRY FOLLOWED BY MANY LITERARY QUOTATIONS; MENU IN FRENCH; SKETCH OF OWL, BOOK & SCEPTER ON COVER",1895-007,1895-01-11T00:00:00Z,THE NEW YORK LIBRARY CLUB,,,COMPLETE,4,15
24054,ZEISSE - SCHAUFLER,WEDDING OF WILHELMINA ZEISSE AND ALOYS SCHAUFLER,SOC,"HOTEL MAJESTIC, PHILADELPHIA, PA",FOLDER; ILLUS; 5 X 8.25;,RITE;,CHAMPAGNE; SONG LYRICS; GERMAN (?) CREST;,1907-890,1907-10-16T00:00:00Z,ZEISSE SCHAUFLER,,,COMPLETE,4,19
24055,ROUND TABLE CLUB,DINNER,SOC,,BROADSIDE; COL;5X8;,NONE,ALL HANDWRITTEN;WINES;NINE AUTOGRAPHS ON BACK;,1906-789,1906-11-02T00:00:00Z,ROUND TABLE CLUB,,,COMPLETE,2,9
24056,HOTEL METROPOLE,DINNER,COMMERCIAL,"FARGO, ND",CARD; COL; 4X5.5;,NONE,BLUE;,1899-519,1899-07-09T00:00:00Z,HOTEL METROPOLE,,,COMPLETE,2,32
24058,FALMOUTH HOTEL,DINNER,COMMERCOA;,"PORTLAND,ME",BOOKLET;3 1/2X7,NONE,"O.M.SHAW & SON,PROPS.",1880-024,1880-10-21T00:00:00Z,FALMOUTH HOTEL,,,COMPLETE,4,61
24059,PROVIDENCE LODGE NO. 14 B.P.O. ELKS,25TH ANNIVERSARY,SOC,"INFANTRY HALL, PROVIDENCE, RI",BOOKLET; ILLUS; COL; 7.25X9.25;,ANNIVERSARY;,"WINES LISTED; TOASTS LISTED; PHOTOS OF FIRST OFFICERS, PRESENT OFFICERS AND PAST EXALTED RULERS;",1906-820,1906-11-13T00:00:00Z,PROVIDENCE LODGE NO. 14 B.P.O. ELKS,,,COMPLETE,12,24
24060,THE LAMBS,DINNER,PROF,,FOL; ILLUS; 4.5 x 7;,COMPL?];,SKETCH OF JOHN GILBERT ON COVER; MR. JOHN GILBERT'S REPERTOIRE ON BACK COVER; FRENCH,1888-022,1888-02-26T00:00:00Z,THE LAMBS,,,COMPLETE,3,17
24062,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS GRAF WALDERSEE,FOLDER; ILLUS; COL; 4.5X6.75;,DAILY;,"ILLUS, STEAMSHIP; SEPARATE GERMAN AND ENGLISH MENU LISTINGS; CONCERT PROGRAM;",1900-868,1900-02-10T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,4,18
24063,FIFTH AVENUE HOTEL,"DAILY MENU, LUNCHEON",COMMERCIAL,"NEW YORK, NY",CARD; ILLUS; 4.5 X 7;,NONE,,1905-760,1905-10-18T00:00:00Z,FIFTH AVENUE HOTEL,Cents,c,COMPLETE,2,61
24064,WITKOWSKY - GOLDSMITH,WEDDING,SOC,"GRAND PACIFIC HOTEL, CHICAGO, IL",CARD; ILLUS; COL; 4.25 X 7.25;,RITE;,WINES WITH EACH COURSE; COLORED CHERUB AND GREENERY;,1900-436,1900-01-20T00:00:00Z,WITKOWSKY GOLDSMITH,,,COMPLETE,2,26
24065,SOCIETY OF THE ALUMNI OF CITY (CHARITY) HOSPITAL,15TH ANNUAL DINNER,SOC,"ASTOR HOTEL, NEW YORK, NY",FOLDER; 6 X 9;,ANNIVERSARY;,"WINES LISTED WITH COURSE; TOASTS, OFFICERS AND BANQUET COMMITTEE LISTED;",1905-376,1905-05-10T00:00:00Z,SOCIETY OF THE ALUMNI OF CITY (CHARITY) HOSPITAL,,,COMPLETE,4,21
24066,ROCHESTER ENGINEERING SOCIETY,FIFTH ANNUAL DINNER,PROF,"POWERS HOTEL (ROCHESTER, NY?)","FOLDER; COL; 7 X 5,25;",ANNIVERSARY;,RED PRINT; GUEST LIST;,1907-127,1907-01-25T00:00:00Z,ROCHESTER ENGINEERING SOCIETY,,,COMPLETE,6,16
24067,HOTEL ALCAZAR,LUNCHEON,COMMERCIAL,"ST. AUGUSTINE, FL",CARD; ILLUS; COL; 3.75X7.5;,NONE,HOTEL SEAL AT TOP OF MENU;,1901-539,1901-03-02T00:00:00Z,HOTEL ALCAZAR,,,COMPLETE,2,49
24068,ALUMNI ASSOCIATION OF THE NY HOMEOPATHIC MEDICAL COLLEGE & HOSPITAL,17NTH ANNUAL DINNER,EDUC,"DELMONICO'S, NY",FOLDER; ILLUS; COL; 6.25 X 8;,ANNUAL,ALL SPEAKERS LISTED; LIST OF OFFICERS INCLUDED;,1899-414,1899-05-04T00:00:00Z,ALUMNI ASSOCIATION OF THE NY HOMEOPATHIC MEDICAL COLLEGE & HOSPITAL,,,COMPLETE,4,22
24069,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,CARD;ILL;COL;5X8,DAILY;,"FEMALE FIGURE AMID FOOD,DRINK AND UTENSILS HOLDING A SHIELD WITH HAPAG INITIALS,BACKGROUND OF A CITYCSAPE,INSERT OF SHIP AT SEA;SEPARATE LISTINGS IN GERMAN AND ENGLISH;",1900-575,1900-01-28T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,2,20
24070,HAMBURG-AMERIKA LINIE,ABEND-ESSEN,NAV,"AN BORD DER ""AMERIKA""","CARD; ILLUS; COL; 5,25X8.75;",NONE,TABLE D'HOTE MENU IN GERMAN AND ENGLISH; ONE IN A SERIES OF MENUS OF SEVERAL DIFFERENT PASSENGER CLASSES FOR THIS SHIP; ILLUSTRATION OF LINER AT SEA;,1906-607,1906-07-22T00:00:00Z,HAMBURG AMERIKA LINIE,,,COMPLETE,2,26
24071,HADDON HALL,EASTER BREAKFAST,COMMERCIAL,"ATLANTIC CITY, NJ",CARD; COL; ILLUS; 5.5 X 8;,RELIGIOUS HOLIDAY,"ILLUSTRATION OF GOOSE, BUFF STOCK;",1905-300,1905-04-23T00:00:00Z,HADDON HALL,,,COMPLETE,2,74
24072,ASSOCIATED STUDENTS OF F. CARROLL BREWSTER,DINNER,EDUC,"BELLEVUE-STRATFORD, PHILADELPHIA, PA",CARD; 4X6.75;,COMPL?];,WINES LISTED;,1908-126,1908-02-07T00:00:00Z,ASSOCIATED STUDENTS OF F. CARROLL BREWSTER,,,COMPLETE,2,23
24073,HAMILTON CLUB OF CHICAGO,"BANQUET ON 34TH ANNIVERSARY OF APPOMATTEX DAY (""THE FIRST DAY OF PEACE"")",PAT,"AUDITORIUM, HAMILTON CLUB, CHICAGO, IL",BOOKLET; ILLUS; 7 X 9;,PAT;,"TOASTS INCLUDES PORTRAITS OF MAIN SPEAKERS; ALL COMMITTEES LISTED, AS WELL AS OFFICERS & DIRECTORS; BATTLE SCENES ON COVER; SILK RIBBON ATTACHMENT; 2 COPIES;",1899-334,1899-04-10T00:00:00Z,HAMILTON CLUB OF CHICAGO,,,COMPLETE,20,18
24074,MANUFACTURERS' CLUB,DINNER,SOC,"PHILADELPHIA, PA",FOLDER; ILLUS; COL; 4.5;7.5;,ANNIV?];,WINES LISTED WITH COURSE; PHOTO OF HANDSOME FELLOW [PRESIDENT?] ON COVER; COVER PRINTED ON BROWN STOCK; PL NOTED BY FEB;,1905-365,1905-05-06T00:00:00Z,MANUFACTURERS' CLUB,,,COMPLETE,8,33
24076,N.Y.&P.R.S.S.CO. - U.S.M.S. COAMO,BREAKFAST,COMMERCIAL,EN ROUTE,BROADSIDE; FLAG EMBLEM; 4.5X6.5;,DAILY,,1905-572,1905-07-15T00:00:00Z,N.Y.&P.R.S.S.CO. U.S.M.S. COAMO,,,COMPLETE,2,23
24077,FRIENDS OF JOHN A. TORY,TESTIMONIAL BANQUET,SOC,"HOTEL PONTCHARTRAIN, DETROIT, MI",FOLDER; ILLUS; COL; 6X9;,COMPLIMENTARY/TESTIMONIAL,"PHOTO OF MR. TORY; TOASTS, MUSICIANS, COMMITTEES LISTED; QUOTES THROUGHOUT;",1908-025,1908-01-09T00:00:00Z,FRIENDS OF JOHN A. TORY,,,COMPLETE,4,15
24078,CASTLETON HOTEL,DINNER,COMMERCIAL,"NEW BRIGHTON, S.I.",BROADSIDE; ILLUS; COL; 5.5 X 8.25;,OTHER (DAILY MENU);,,1899-760,1899-11-27T00:00:00Z,HOTEL CASTLETON,,,COMPLETE,2,44
24079,BLATT COUNTY MEDICAL SOCIETY,ANNUAL DINNER,PROF,"LOGAN HOUSE, ALTOONA, PA",BOOKLET; ILLUS; COL; 5.5 X 7.5,ANNIVERSARY;,TOAST PROGRAMME; MUSIC PROGRAMME; FLORAL WREATHS ON COVER;,1901-167,1901-01-24T00:00:00Z,BLAIR COUNTY MEDICAL SOCIETY,,,COMPLETE,8,19
24081,FIFTH AVENUE HOTEL,DAILY MENU,COMMERCIAL,"MADISON SQUARE, NEW YORK",FOLDER; ILLUS; 6.5 X 10.5;,NONE,SMALL PRICED WINE LIST; ILLUSTRATION OF HOTEL AND SITE; BRIEF HISTORY OF HOTEL;PRICED MENU;,1907-052,1907-01-09T00:00:00Z,FIFTH AVENUE HOTEL,Dollars,$,COMPLETE,4,427
24083,NASHVILLE CHAMBER OF COMMERCE & RETAIL MERCHANTS ASSOCIATION,DINNER TO VISITING STATE EDITORS;,COMMERCIAL,"MAXWELL HOUSE, NASHVILLE, TN",BOOKLET; 5.5X6.5;,COMPLIMENTARY/TESTIMONIAL,INCLUDES WINES WITH INDIVIDUAL COURSES; TOASTS; COMMITTEES LISTED; SILK RIBBON ATTACHMENT;,1901-166,1901-01-24T00:00:00Z,NASHVILLE CHAMBER OF COMMERCE & RETAIL MERCHANTS ASSOCIATION,,,COMPLETE,8,24
24084,MENZIES'HOTEL,DINNER,COMMERCIAL,"MELBOURNE,AUSTRALIA",CARD;ILL;COL;4.25X6.5;,DAILY;,FRENCH MENU;PLACE HANDWRITTEN;,1899-569,1899-09-09T00:00:00Z,MENZIES'HOTEL,,,COMPLETE,2,20
24085,CANADIAN PACIFIC RAILWAY,BUFFET CAR SERVICE [BREAKFAST],COMMERCIAL,EN ROUTE,CARD; ILLUS; 4 X 6;,NONE,"DRAWING OF BANFF, CANADA ON BACK; PRICED MENU;",1897-292,1897-10-28T00:00:00Z,CANADIAN PACIFIC RAILWAY,Canadian Dollars,C$,COMPLETE,2,32
